main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Digital Music,21,4.8,20533,[],"[""PLEASE NOTE: THIS IS THE CD VERSION. 21 is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up to Adele’s critically acclaimed, Grammy award winning debut album 19 (both named after her age at the time the songs were written). Recorded in Malibu and London, 21 offered Adele the opportunity to work with such luminary producers and songwriters as Rick Rubin, Paul Epworth, Ryan Tedder, Dan Wilson and Fraser T. Smith, as well as continuing to work with Francis “Eg” White and Jim Abbiss. Tracklisting: 1. Rolling in the Deep 2. Rumour Has It 3. Turning Tables 4. Don't You Remember 5. Set Fire to the Rain 6. He Won't Go 7. Take It All 8. I'll Be Waiting 9. One and Only 10. Lovesong 11. Someone Like You""]",16.85,"[{'thumb': 'https://m.media-amazon.com/images/I/411HHS-YJ+L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/411HHS-YJ+L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71W1WoMSWjL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41ZYskRggbL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ZYskRggbL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/610e5oOK6yL._SL1066_.jpg'}]",[],Adele   Format: Audio CD,"['CDs & Vinyl', 'Pop', 'Singer-Songwriters']","{'Package Dimensions': '5.59 x 4.84 x 0.39 inches; 3.21 Ounces', 'Manufacturer': 'Import', 'Date First Available': 'July 10, 2019', 'Label': 'Import'}",B07V3GJ5H7,,,
Digital Music,21 Incl. 2 Bonus Tracks,4.8,20413,[],"[""Special import two CD pressing the two-track CD single, 'Rolling in the Deep' that includes the non-album track, 'If It Hadn't Been for Love'.""]",119.0,"[{'thumb': 'https://m.media-amazon.com/images/I/41ICU9-fPUL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ICU9-fPUL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71X+uu353AL._SL1222_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31EhXNJsoRL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31EhXNJsoRL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71c-Q7hksGL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31mLYYze16L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31mLYYze16L.jpg', 'variant': 'PT02', 'hi_res': None}]",[],Adele   Format: Audio CD,"['CDs & Vinyl', 'Pop', 'Singer-Songwriters']","{'Package Dimensions': '5.6 x 4.9 x 0.7 inches; 6.4 Ounces', 'Manufacturer': 'High Note Records', 'Date First Available': 'December 16, 2010', 'Label': 'High Note Records', 'Number of discs': '1'}",B004GE80VW,,,
Digital Music,21,4.8,20399,[],"[""Named as the Greatest Billboard Top 200 Album of All Time, 21 is the second studio album from the multiple BRIT, GRAMMY, Oscar and Golden Globe award-winning, ADELE. Available as single CD and single vinyl LP. Released in 2011, 21 is now the best-selling album of the 21st Century, with over 31 million copies sold worldwide. Track Artist Title 1 Adele Rolling in the Deep 2 Adele Rumour Has It 3 Adele Turning Tables 4 Adele Don't You Remember 5 Adele Set Fire to the Rain 6 Adele He Won't Go 7 Adele Take It All 8 Adele I'll Be Waiting 9 Adele One And Only 10 Adele Lovesong 11 Adele Someone Like You""]",10.79,"[{'thumb': 'https://m.media-amazon.com/images/I/41o3RPQ6MVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41o3RPQ6MVL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61KB57Xfy-L._SL1200_.jpg'}]",[],Adele   Format: Audio CD,"['CDs & Vinyl', 'Pop']","{'Product Dimensions': '4.84 x 5.59 x 0.47 inches; 3.17 Ounces', 'Manufacturer': 'XL Recordings', 'Original Release Date': '2020', 'Date First Available': 'December 1, 2020', 'Label': 'XL Recordings', 'Country of Origin': 'USA', 'Number of discs': '1'}",B08P83BZZC,,,
Digital Music,Salem's Lot,4.6,19014,[],"['Amazon.com', ""Scarcely three decades old, the enduring appeal of novelist Stephen King's horror oeuvre has already begun to foster remakes of the films and TV productions already based on his most popular works. This cable TV redux of King's 1975 tale of a small hamlet beset by vampires features an ominous, brooding orchestral and choral score that's a winning collaboration between newcomer Christopher Gordon and former Dead Can Dance mainstay"", 'cum', 'film scorer Lisa Gerrard. The gothic seasoning she imparted to her previous collaborations with Hans Zimmer (most notably', 'Gladiator', ') comes to the forefront on this score\'s haunting title aria (composed by Gerrard and partner Patrick Cassidy) and tracks like ""Bloody Pirates"" and ""Free in Spirit."" But it\'s the music of newcomer Gordon (', 'Master and Commander', "") whose sheer scale and ambition belie the small screen format it was written for at nearly every turn. While the individual musical elements that Gordon uses to evoke suspense and horror may be familiar (spanning everything from jarring passages of 20th century modernism that evoke a feverish jam session between Ligeti and Penderecki to dashes of minimalism and spare, haunting passages for piano) the innovative ways in which he combines them make this a score a horror-score lover's creepy delight."", '--Jerry McCulley']",19.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51FKT5BS5XL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FKT5BS5XL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"Christopher Gordon  (Performer),     Lisa Gerrard  (Performer)    Format: Audio CD","['CDs & Vinyl', 'Indie & Alternative', 'Alternative Rock', 'British Alternative']","{'Product Dimensions': '5 x 5.75 x 0.45 inches; 3.2 Ounces', 'Manufacturer': 'Varese Sarabande', 'Original Release Date': '2004', 'Run time': '3 hours and 1 minute', 'Date First Available': 'February 7, 2007', 'Label': 'Varese Sarabande', 'Number of discs': '1'}",B0002ABV3I,,,
Digital Music,Letter To You [CD],4.8,18153,[],"[""Letter To You is Bruce Springsteen’s new studio album with the E Street Band and is a rock album fueled by the band's heart-stopping, house-rocking signature sound. Recorded at his home studio in New Jersey, Letter to You is Springsteen’s 20th studio album, and is his first album including the E Street Band since 2012’s High Hopes and their first performances together since 2016’s The River Tour. “I love the emotional nature of Letter to You,” says Springsteen. “And I love the sound of the E Street Band playing completely live in the studio, in a way we’ve never done before, and with no overdubs. We made the album in only five days, and it turned out to be one of the greatest recording experiences I’ve ever had.” Letter to You includes nine recently written Springsteen songs, as well as new recordings of three of his legendary, but previously unreleased, compositions from the 1970s, “Janey Needs a Shooter,” “If I Was the Priest,” and “Song for Orphans.” Track List: 1. One Minute You're Here 2. Letter to You 3. Burnin' Train 4. Janey Needs a Shooter 5. Last Man Standing 6. The Power of Prayer 7. House of A Thousand Guitars 8. Rainmaker 9. If I Was the Priest 10. Ghosts 11. Song for Orphans 12. I'll See You in My Dreams""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/5132UCA4caL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/5132UCA4caL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71KPw5rYWSL._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/5150sHZgPEL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/5150sHZgPEL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71myVMf6PfL._SL1200_.jpg'}]",[],Bruce Springsteen   Format: Audio CD,"['CDs & Vinyl', 'Bruce Springsteen']","{'Package Dimensions': '5.51 x 4.88 x 0.28 inches; 2.08 Ounces', 'Manufacturer': 'Audio CD', 'Date First Available': 'May 6, 2022', 'Label': 'Audio CD', 'Number of discs': '1'}",B09ZNNXLZP,,,
Digital Music,Letter To You,4.8,18147,[],"['Double vinyl LP pressing in gatefold jacket. Music on first three sides plus etching on Side 4. Includes transparent inner sleeves and 16 page 12""x12"" booklet. Letter To You is Bruce Springsteen\'s 2020 studio album with the E Street Band, and is a rock album fueled by the band\'s heart-stopping, house-rocking signature sound. Recorded at his home studio in New Jersey, Letter To You is Springsteen\'s 20th studio album, and is his first album including the E Street Band since 2012\'s High Hopes and their first performances together since 2016\'s The River Tour. Letter to You includes nine recently written Springsteen songs, as well as new recordings of three of his legendary, but previously unreleased, compositions from the 1970s, ""Janey Needs a Shooter,"" ""If I Was the Priest,"" and ""Song for Orphans."" Springsteen is joined on Letter To You by Roy Bittan, Nils Lofgren, Patti Scialfa, Garry Tallent, Stevie Van Zandt, Max Weinberg, Charlie Giordano and Jake Clemons. The album was produced by Ron Aniello with Bruce Springsteen, mixed by Bob Clearmountain and mastered by Bob Ludwig.']",19.61,"[{'thumb': 'https://m.media-amazon.com/images/I/51CHff2m+8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CHff2m+8L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81D6kJvD5bL._SL1500_.jpg'}]",[],Bruce Springsteen   Format: Vinyl,"['CDs & Vinyl', 'Rock']","{'Product Dimensions': '12.2 x 12.3 x 0.4 inches; 1.4 Pounds', 'Manufacturer': 'Columbia Records Group', 'Original Release Date': '2020', 'Run time': '58 minutes', 'Date First Available': 'September 10, 2020', 'Label': 'Columbia Records Group', 'Number of discs': '2'}",B08HG3BKQK,,,
Digital Music,Letter To You,4.8,18127,[],"['Letter To You is Bruce Springsteen\'s 2020 studio album with the E Street Band, and is a rock album fueled by the band\'s heart-stopping, house-rocking signature sound. Recorded at his home studio in New Jersey, Letter To You is Springsteen\'s 20th studio album, and is his first album including the E Street Band since 2012\'s High Hopes and their first performances together since 2016\'s The River Tour. Letter to You includes nine recently written Springsteen songs, as well as new recordings of three of his legendary, but previously unreleased, compositions from the 1970s, ""Janey Needs a Shooter,"" ""If I Was the Priest,"" and ""Song for Orphans."" Springsteen is joined on Letter To You by Roy Bittan, Nils Lofgren, Patti Scialfa, Garry Tallent, Stevie Van Zandt, Max Weinberg, Charlie Giordano and Jake Clemons. The album was produced by Ron Aniello with Bruce Springsteen, mixed by Bob Clearmountain and mastered by Bob Ludwig.']",13.98,"[{'thumb': 'https://m.media-amazon.com/images/I/51CHff2m+8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CHff2m+8L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81D6kJvD5bL._SL1500_.jpg'}]",[],Bruce Springsteen   Format: Audio CD,"['CDs & Vinyl', 'Rock']","{'Product Dimensions': '4.9 x 5.6 x 0.5 inches; 2.4 Ounces', 'Manufacturer': 'Columbia Records Group', 'Item model number': '19439811582', 'Original Release Date': '2020', 'Run time': '58 minutes', 'Date First Available': 'September 10, 2020', 'Label': 'Columbia Records Group', 'Country of Origin': 'USA', 'Number of discs': '1'}",B08HGB71RT,,,
Digital Music,Traveller,4.8,18011,[],"['Product Description', 'Recorded at Nashville\'s historic RCA Studio A, with additional production at The Castle and Blackbird Studio, Traveller was produced by Dave Cobb (Sturgill Simpson, Jason Isbell) and recorded by Vance Powell (Jack White). In addition to renditions of Dean Dillon and Linda Hargrove\'s ""Tennessee Whiskey"" and Don Sampson\'s ""Was It 26,"" the album features 12 original songs, including fan favorite ""Sometimes I Cry.""', 'Review', 'Chris Stapleton s Traveller to Be Released This SpringBy JON CARAMANICAFEB. 20, 2015At the 2013 CMA Awards, Luke Bryan performed Drink a Beer, probably the most melancholic number of his brawn-and-booze career. He sat on a stool, surrounded by smoke, in a noncommittal T-shirt and jeans and sang about losing a loved one with a tender, lovely flutter in his voice. He seemed like a man in pain. You wanted to give him a hug.Just before the first chorus, the camera panned back, revealing a man in a weathered leather cowboy hat and full, thick, long beard hovering in the background. Mr. Bryan began to set the table for the song s emotional reckoning: Don t feel like going home/So I m gonna ... And then came the ghost in the rear, singing in devastating harmony with Mr. Bryan loud to his soft, agitated to his wounded, twangy to his clean, scratchy to his smooth: ... sit right here/on the edge of this pier/and watch the sunset disappear. If you listened to Mr. Bryan sing that part alone, you d think that was a sad, lonely act. But listen to his background singer alone, and it would sound searching, frenzied, almost frightened.That was Chris Stapleton singing behind Mr. Bryan. Mr. Stapleton was one of the writers of that song, along with other songs that cut to the emotional quick sung by Josh Turner ( Your Man ), Darius Rucker ( Come Back Song ), Kenny Chesney ( Never Wanted Nothing More ) and more.And Mr. Stapleton has, for years, been a voice in search of a spotlight. Once the frontman of the bluegrass band the SteelDrivers Adele covered a SteelDrivers track, If It Hadn t Been For Love Mr. Stapleton has put in work in a rock band, the Jompson Brothers, and plenty of time in Nashville songwriting rooms.Now it s his turn. After a false start with What Are You Listening To?, a debut single that fizzled, Mr. Stapleton is arriving this spring (May 5) with his debut solo album, Traveller (Mercury Nashville). On this howling, earthy, spacious album, Mr. Stapleton s voice is liquor-thick and three-drinks limber. That s not the modern country model of manliness, which is preening and glossy, but a reminder of the genre s haggard strain that long predates it. --NY Times']",12.91,"[{'thumb': 'https://m.media-amazon.com/images/I/51auL6HXwsL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51auL6HXwsL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91JAsamB7RL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51BhIM22gjL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51BhIM22gjL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/91LICT37REL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41PGRp-5xtL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41PGRp-5xtL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81yqG1LDfML._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41IS7U-oQfL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41IS7U-oQfL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81FnOXHseEL._SL1500_.jpg'}]","[{'title': ""'New' CD scratched to buggery and does not play."", 'url': 'https://www.amazon.com/vdp/ba2561aa14864e07a90541cd509167c1?ref=dp_vse_rvc_0', 'user_id': 'AHIUCWBQ3KI6HUYLEIDLT3TCCOKA'}]",Chris Stapleton   Format: Audio CD,"['CDs & Vinyl', 'Country']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.55 x 4.92 x 0.47 inches; 3.25 Ounces', 'Manufacturer': 'Mercury Nashville', 'Item model number': '33744425', 'Original Release Date': '2015', 'Date First Available': 'January 29, 2015', 'Label': 'Mercury Nashville', 'Country of Origin': 'USA', 'Number of discs': '1'}",B019GM7L0Y,,,
Digital Music,Traveller,4.8,17958,[],"['Recorded at Nashville\'s historic RCA Studio A, with additional production at The Castle and Blackbird Studio, Traveller was produced by Dave Cobb (Sturgill Simpson, Jason Isbell) and recorded by Vance Powell (Jack White). In addition to renditions of Dean Dillon and Linda Hargrove\'s ""Tennessee Whiskey"" and Don Sampson\'s ""Was It 26,"" the album features 12 original songs, including fan favorite ""Sometimes I Cry.""']",23.26,"[{'thumb': 'https://m.media-amazon.com/images/I/511nwyFok9L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/511nwyFok9L.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/4112jTmXoGL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4112jTmXoGL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/91r4uJRgyQL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41lNY0nRLUL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41lNY0nRLUL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91wZrl9OAGL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31nw3pXxwIL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31nw3pXxwIL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/712BJxW88WL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41gVeRM9CCL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41gVeRM9CCL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/713HmrHqtGL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31gcT1-zr+L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31gcT1-zr+L.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71SPQ6q7QcL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31oEZsanG5L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31oEZsanG5L.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/711Lbzr7LxL._SL1500_.jpg'}]","[{'title': 'The album was warped', 'url': 'https://www.amazon.com/vdp/044f83387e754328a66e42f31eb1bab5?ref=dp_vse_rvc_0', 'user_id': 'AE2PPIS3T2TNCV2DNEN2SQ6QPUEQ'}, {'title': 'Perfect sound and amazing album!', 'url': 'https://www.amazon.com/vdp/0209365eeef24789b121d755c6b04229?ref=dp_vse_rvc_1', 'user_id': '/shop/influencer-32ae1ba1'}]",Chris Stapleton   Format: Vinyl,"['CDs & Vinyl', 'Country']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '12 x 12.6 x 1 inches; 8 Ounces', 'Manufacturer': 'Mercury Nashville', 'Original Release Date': '2015', 'Date First Available': 'March 10, 2015', 'Label': 'Mercury Nashville', 'Country of Origin': 'USA', 'Number of discs': '2'}",B00UI23YDU,,,
Digital Music,Chris Stapleton Traveller LP (Special Retail only,4.8,17869,[],"['DESCRIPTION Traveller is the highly anticipated Mercury Records Nashville solo debut album from rising superstar Chris Stapleton. Already a world-renowned songwriter, Stapleton has enjoyed five #1 hits including the five-week No. 1 ""Never Wanted Nothing More"" recorded by Kenny Chesney, George Strait\'s ""Love\'s Gonna Make it Alright"" and Luke Bryan\'s ""Drink A Beer."" Recorded at Nashville\'s historic RCA Studio A (with additional production at The Castle and Blackbird Studio), Traveller was produced by Dave Cobb (Sturgill Simpson, Jason Isbell) and recorded by Vance Powell (Jack White). In addition to renditions of Dean Dillon and Linda Hargrove\'s ""Tennessee Whiskey"" and Don Sampson\'s ""Was It 26,"" the album features twelve original songs, including fan-favorite ""Sometimes I Cry.""']",48.99,"[{'thumb': 'https://m.media-amazon.com/images/I/41OMciZsBhL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41OMciZsBhL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51MWv0ozs8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51MWv0ozs8L.jpg', 'variant': 'PT01', 'hi_res': None}]",[],Chris Stapleton   Format: Vinyl,"['CDs & Vinyl', 'Vinyl Store']","{'Manufacturer': 'Mercury Records', 'Item model number': 'EVP-602438277933', 'Date First Available': 'October 20, 2021', 'Label': 'Mercury Records'}",B09JWZ72B7,,,
Digital Music,Traveller,4.8,17845,[],"['Product Description', 'Recorded at Nashville\'s historic RCA Studio A, with additional production at The Castle and Blackbird Studio, Traveller was produced by Dave Cobb (Sturgill Simpson, Jason Isbell) and recorded by Vance Powell (Jack White). In addition to renditions of Dean Dillon and Linda Hargrove\'s ""Tennessee Whiskey"" and Don Sampson\'s ""Was It 26,"" the album features 12 original songs, including fan favorite ""Sometimes I Cry.""', 'Review', 'Chris Stapleton s Traveller to Be Released This SpringBy JON CARAMANICAFEB. 20, 2015At the 2013 CMA Awards, Luke Bryan performed Drink a Beer, probably the most melancholic number of his brawn-and-booze career. He sat on a stool, surrounded by smoke, in a noncommittal T-shirt and jeans and sang about losing a loved one with a tender, lovely flutter in his voice. He seemed like a man in pain. You wanted to give him a hug.Just before the first chorus, the camera panned back, revealing a man in a weathered leather cowboy hat and full, thick, long beard hovering in the background. Mr. Bryan began to set the table for the song s emotional reckoning: Don t feel like going home/So I m gonna ... And then came the ghost in the rear, singing in devastating harmony with Mr. Bryan loud to his soft, agitated to his wounded, twangy to his clean, scratchy to his smooth: ... sit right here/on the edge of this pier/and watch the sunset disappear. If you listened to Mr. Bryan sing that part alone, you d think that was a sad, lonely act. But listen to his background singer alone, and it would sound searching, frenzied, almost frightened.That was Chris Stapleton singing behind Mr. Bryan. Mr. Stapleton was one of the writers of that song, along with other songs that cut to the emotional quick sung by Josh Turner ( Your Man ), Darius Rucker ( Come Back Song ), Kenny Chesney ( Never Wanted Nothing More ) and more.And Mr. Stapleton has, for years, been a voice in search of a spotlight. Once the frontman of the bluegrass band the SteelDrivers Adele covered a SteelDrivers track, If It Hadn t Been For Love Mr. Stapleton has put in work in a rock band, the Jompson Brothers, and plenty of time in Nashville songwriting rooms.Now it s his turn. After a false start with What Are You Listening To?, a debut single that fizzled, Mr. Stapleton is arriving this spring (May 5) with his debut solo album, Traveller (Mercury Nashville). On this howling, earthy, spacious album, Mr. Stapleton s voice is liquor-thick and three-drinks limber. That s not the modern country model of manliness, which is preening and glossy, but a reminder of the genre s haggard strain that long predates it. --NY Times']",13.09,"[{'thumb': 'https://m.media-amazon.com/images/I/51k99rzPZGL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51k99rzPZGL.jpg', 'variant': 'MAIN', 'hi_res': None}]","[{'title': ""'New' CD scratched to buggery and does not play."", 'url': 'https://www.amazon.com/vdp/ba2561aa14864e07a90541cd509167c1?ref=dp_vse_rvc_0', 'user_id': 'AHIUCWBQ3KI6HUYLEIDLT3TCCOKA'}]",Chris Stapleton   Format: Audio CD,"['CDs & Vinyl', 'Country', ""Today's Country""]","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.55 x 4.92 x 0.47 inches; 3.25 Ounces', 'Manufacturer': 'Mercury Nashville', 'Item model number': '33744425', 'Original Release Date': '2015', 'Date First Available': 'January 29, 2015', 'Label': 'Mercury Nashville', 'Country of Origin': 'USA', 'Number of discs': '1'}",B00SWBLS3C,,,
Digital Music,Traveller,4.8,17746,[],"[""Recorded at Nashville's historic RCA Studio A, with additional production at The Castle and Blackbird Studio, Traveller was produced by Dave Cobb (Sturgill Simpson, Jason Isbell) and recorded by Vance Powell (Jack White). Track List: 1. Traveller 2. Fire Away 3. Tennessee Whiskey 4. Parachute 5. Whiskey and You 6. Nobody to Blame 7. More of You 8. When the Stars Come Out 9. Daddy Doesn't Pray Anymore 10. Might as Well Get Stoned 11. Was It 26 12. The Devil Named Music 13. Outlaw State of Mind 14. Sometimes I Cry""]",16.96,"[{'thumb': 'https://m.media-amazon.com/images/I/51O1VoDGTfL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51O1VoDGTfL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51ubh3iB4CL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ubh3iB4CL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81jKNbfhSwL._SL1500_.jpg'}]",[],Chris Stapleton   Format: Audio CD,"['CDs & Vinyl', 'Country']","{'Package Dimensions': '5.51 x 5 x 0.2 inches; 1.13 Ounces', 'Manufacturer': 'Audio CD', 'Item model number': 'M-X-30005', 'Date First Available': 'February 25, 2022', 'Label': 'Audio CD', 'Number of discs': '1'}",B09TG4Q9RF,,,
Movies & TV,The Lion King,4.8,17607,[],[],19.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51JwnkglZ5L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51JwnkglZ5L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}]","[{'title': 'Great price awesome vhs like new..', 'url': 'https://www.amazon.com/vdp/508c2369f8eb4a508776acbddeae5bba?ref=dp_vse_rvc_0', 'user_id': 'AELXDKAYTUM4ZPQM2TQQEGNQX3OQ'}, {'title': 'Grabbing the Nostalgic Version', 'url': 'https://www.amazon.com/vdp/0aabf529bd3740a08bfffa78e9541973?ref=dp_vse_rvc_1', 'user_id': '/shop/katiepatton'}]",Rated:    G    Format: VHS Tape,"['CDs & Vinyl', ""Children's Music"", 'Disney']","{'Genre': 'Children', 'Format': 'Animated, Closed-captioned, Color, NTSC, HiFi Sound', 'Contributor': 'Lion King', 'Language': 'English', 'Runtime': '1 hour and 28 minutes', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8.5 x 5.1 x 1.2 inches; 9.6 Ounces', 'Run time': '1 hour and 28 minutes', 'Release date': 'March 3, 1995', 'Date First Available': 'April 30, 2006', 'Actors': 'Lion King', 'Subtitles': 'English', 'Studio': 'Walt Disney Home Video'}",6303314015,,,
Digital Music,Hamilton Original Broadway Cast Recording       Explicit Lyrics,4.7,16997,[],"['Limited four vinyl LP set. The original Broadway cast album of Hamilton, a fusion of hip-hop and pop-driven musical theater, is now available from Atlantic Records. Cast members from the blockbuster new musical Hamilton, which recently opened to widespread critical acclaim at the Richard Rodgers Theatre, began recording their parts for this release in August of 2015. This album was produced by Ahmir ""Questlove"" Thompson and Tariq ""Black Thought"" Trotter, founding members of the Grammy-winning hip-hop band, The Roots. Hamilton is a musical about Alexander Hamilton, with music, lyrics, and book by Lin-Manuel Miranda. The show was inspired by the 2004 biography Alexander Hamilton, by historian Ron Chernow.']",61.99,"[{'thumb': 'https://m.media-amazon.com/images/I/61sTt65AcYL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61sTt65AcYL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81n9mbvLheL._SL1425_.jpg'}]",[],Lin-Manuel Miranda   Format: Vinyl,"['CDs & Vinyl', 'Broadway & Vocalists', 'Musicals']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '13.03 x 12.91 x 1.38 inches; 3.79 Pounds', 'Manufacturer': 'Atlantic', 'Item model number': '552918', 'Original Release Date': '2016', 'Date First Available': 'March 10, 2016', 'Label': 'Atlantic', 'Country of Origin': 'USA', 'Number of discs': '4'}",B01CTFZI32,,,
Digital Music,Abbey Road,4.8,16944,[],[],59.99,"[{'thumb': 'https://m.media-amazon.com/images/I/41PSQDJPH8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41PSQDJPH8L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],The Beatles   Format: Audio CD,"['CDs & Vinyl', 'Rock', 'Progressive', 'Progressive Rock']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'Toshiba EMI Japan', 'Date First Available': 'October 21, 2006', 'Label': 'Toshiba EMI Japan', 'Number of discs': '1'}",B00005GL0U,,,
