rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,text_cleaned,title_cleaned,text_cleaned1,title_cleaned1,text_sentiment,title_sentiment,text_sentiment_Original
5.0,Trusted product,Although I have seen cheaper versions of this type of filter I know that this product is going to work correctly and I will never experience any leaks.,[],B00UXG4WR8,B00UXG4WR8,AFOUE3O5SMLLLJSGZP4KJE46ENTA,2021-02-25 17:57:32.929,0,True,although i have see cheap version of this type of filter i know that this product be go to work correctly and i will never experience any leak .,trust product,see cheap version type filter know product go work correctly experience leak,trust product,0,4,4
5.0,Affordable and great job,"Compared to local retailers, I paid a good deal here. Looking forward for my next purchase soon.",[],B00UXG4WR8,B00UXG4WR8,AHKLKKXU5V7W4MZN222FY4B5FQYQ,2019-12-28 01:29:20.303,0,True,"compare to local retailer , i pay a good deal here . look forward for my next purchase soon .",affordable and great job,compare local retailer pay good deal look forward purchase soon,affordable great job,4,4,4
5.0,Great,Great,[],B00UXG4WR8,B00UXG4WR8,AGNG4OTKZ5CC6D7OG4T2UKXGBKKA,2021-09-10 19:41:57.241,0,True,great,great,great,great,4,4,4
5.0,The seller sold out of it and this is the only one I can get on Amazon with good reviews.,"worked, but it's more expensive than the other one I use to get. The seller sold out of it and this is the only one I can get on Amazon with good reviews.",[],B00UXG4WR8,B00UXG4WR8,AEC6NBU52RYSLNMMU7IEQZBUTT2Q,2016-06-14 16:08:14.000,0,True,"work , but it be more expensive than the other one i use to get . the seller sell out of it and this be the only one i can get on amazon with good review .",the seller sell out of it and this be the only one i can get on amazon with good review .,work expensive use seller sell amazon good review,seller sell amazon good review,4,4,3
3.0,Don't Last and Cost $$$,"Seems like I have to replace these all the time and they are not cheap. You can run them a little past their change out date but man I'm gonna go broke replacing water filters. Besides that, they work fine and the water is clean.",[],B00UXG4WR8,B00UXG4WR8,AGGGJOYI5L5LXQKIEF6WIJYQIE7Q,2023-01-12 19:49:57.948,2,True,"seem like i have to replace these all the time and they be not cheap . you can run they a little past their change out date but man i be go to go broke replace water filter . besides that , they work fine and the water be clean .",do not last and cost $ $ $,like replace time cheap run little past change date man go to broke replace water filter work fine water clean,cost,4,4,4
5.0,Five Stars,it's doing a perfect job,[],B00UXG4WR8,B00UXG4WR8,AGR2FDGFXZC2QW5VXKMP6DBQJG2Q,2017-11-30 14:11:45.819,1,True,it be do a perfect job,five star,perfect job,star,4,4,4
5.0,Provides filtered water,Good quality!!,[],B00UXG4WR8,B00UXG4WR8,AGHSGZ465CQKJN73UGAVWYAMYUJQ,2020-02-10 19:30:38.588,0,True,good quality ! !,provide filter water,good quality,provide filter water,4,4,4
4.0,"Expensive, but only option","A little on the expensive side,  but it is the one made for my Whirlpool  fridge",[],B00UXG4WR8,B00UXG4WR8,AGF7AULZ3CS5T3CYVATHOLWIQSGQ,2019-11-17 16:03:38.617,0,True,"a little on the expensive side ,   but it be the one make for my whirlpool   fridge","expensive , but only option",little expensive whirlpool fridge,expensive option,2,0,3
4.0,Water tastes good,"We purchase this filter on a regular basis, when it is no longer working we can taste the difference. Price is a little high for as many times as you have to buy a new one.",[],B00UXG4WR8,B00UXG4WR8,AGNA7QZUX2L3RQT5XK4E5AIS5QIA,2019-09-02 07:23:35.558,0,False,"we purchase this filter on a regular basis , when it be no long work we can taste the difference . price be a little high for as many time as you have to buy a new one .",water taste good,purchase filter regular basis long work taste difference price little high time buy new,water taste good,4,4,3
5.0,Perfect,Exactly what I needed. Easy to change out.,[],B00UXG4WR8,B00UXG4WR8,AFYMXFATFVZYI7KXZY3MHOJAORZQ,2017-07-28 20:15:09.584,0,True,exactly what i need . easy to change out .,perfect,exactly need easy change,perfect,4,4,4
1.0,"Dosent work, defective brand",Defective... filter slows water to a drizzle. 3rd try and dosent work after just a week.,[],B00UXG4WR8,B00UXG4WR8,AFEU4GPFRNAIQUVMEGWQ3MMBVXDA,2021-05-23 00:48:49.249,0,True,defective ... filter slow water to a drizzle . 3rd try and dosent work after just a week .,"dosent work , defective brand",defective filter slow water drizzle try dosent work week,dosent work defective brand,0,0,0
5.0,Un poco alto el precio,Bien,[],B00UXG4WR8,B00UXG4WR8,AFVOQB2WYTMZGKKVOYQYTVOBBQPA,2020-12-06 19:30:35.265,0,True,bien,un poco alto el precio,bien,un poco alto el precio,4,2,4
1.0,50 bucks down the drain,My water is no better tasting than before filter was installed. FIFTY BUCKS DOWN THE DRAIN!,[],B00UXG4WR8,B00UXG4WR8,AFKQQPF43QTZI4ZNYYMJYCXZAAHA,2021-07-23 19:13:50.856,1,True,my water be no well taste than before filter be instal . fifty buck down the drain !,50 buck down the drain,water well taste filter instal buck drain,buck drain,4,4,0
5.0,fits my 1 yr old kitchen aide refrigerator perfectly. ...,fits my 1 yr old  kitchen aide refrigerator perfectly... quick/convienent delivery; also less expensive than where we purchased our refrigerator.<br />I recommend,[],B00UXG4WR8,B00UXG4WR8,AE2XMEH72YNBDHCLJMLXFWPZRJOQ,2016-11-16 19:09:30.000,0,True,fit my 1 yr old   kitchen aide refrigerator perfectly ... quick / convienent delivery ; also less expensive than where we purchase our refrigerator.<br />i recommend,fit my 1 yr old kitchen aide refrigerator perfectly . ...,fit yr old kitchen aide refrigerator perfectly quick convienent delivery expensive purchase recommend,fit yr old kitchen aide refrigerator perfectly,4,4,4
5.0,Order the correct size,It is the one my refrigerator requires,[],B00UXG4WR8,B00UXG4WR8,AGG6QDNGWADQ5TQ6LHOZZHVEYFEA,2021-06-04 17:39:44.766,0,True,it be the one my refrigerator require,order the correct size,refrigerator require,order correct size,4,4,4
5.0,Make sure you put this product into your refrigerator correctly,I dislke that these are so expensive.,[],B00UXG4WR8,B00UXG4WR8,AFX6RWHDVPHU46EUE4RZKCMTQIXA,2020-12-09 23:12:27.730,0,True,i dislke that these be so expensive .,make sure you put this product into your refrigerator correctly,dislke expensive,sure product refrigerator correctly,0,4,0
5.0,Stick with OEM parts and you won't have problems,Tried to save money by buying replacement cheaper filters and had nothing but problems. Buy original replacements and you won't be disappointed,[],B00UXG4WR8,B00UXG4WR8,AHBDIXLITHH4F2CXTGTCXZ2YAYMA,2020-06-19 14:19:19.607,0,True,try to save money by buy replacement cheap filter and have nothing but problem . buy original replacement and you will not be disappoint,stick with oem part and you will not have problem,try save money buy replacement cheap filter problem buy original replacement will disappoint,stick oem part will problem,0,0,0
5.0,"Whirlpool does make life simple and clean, every drop of life","So very easy to install flipped open the door at the bottom of the refrigerator pulled out the old one pushed in the new one click and  done, that easy! great product! great price !quick delivery!",[],B00UXG4WR8,B00UXG4WR8,AG4QR27WY3BMLJQR2WFAOTFOC2RA,2020-11-06 11:37:21.252,0,True,"so very easy to install flip open the door at the bottom of the refrigerator pull out the old one push in the new one click and   do , that easy ! great product ! great price ! quick delivery !","whirlpool do make life simple and clean , every drop of life",easy install flip open door refrigerator pull old push new click easy great product great price quick delivery,whirlpool life simple clean drop life,4,4,4
1.0,"Overpriced, needs replaced every 6 months","Overpriced, only good for 6 months.",[],B00UXG4WR8,B00UXG4WR8,AEIILCHLZREQ2CFL4OQRAY2WBWGA,2023-01-20 20:31:18.778,0,True,"overpriced , only good for 6 month .","overpriced , needs replace every 6 month",overpriced good month,overpriced needs replace month,0,0,0
5.0,Five Stars,Great price,[],B00UXG4WR8,B00UXG4WR8,AF6HW24IJUVGFNFVABQTF66URLKQ,2018-03-09 22:50:38.530,0,True,great price,five star,great price,star,4,4,4
5.0,Five Stars,"Great product, great service.",[],B00UXG4WR8,B00UXG4WR8,AHMXV6AUFK4J4JB36EVBAJES6AYQ,2017-07-26 23:47:05.041,0,True,"great product , great service .",five star,great product great service,star,4,4,4
5.0,Five Stars,Water taste great and allows water to flow quicker,[],B00UXG4WR8,B00UXG4WR8,AFRXE54E5HX6OBVAR5AEL6M6QDSA,2016-01-20 03:48:26.000,0,True,water taste great and allow water to flow quick,five star,water taste great allow water flow quick,star,4,4,4
3.0,Awesome,Awesome,[],B00UXG4WR8,B00UXG4WR8,AE3NVYQAFRH2Y6C5R2K53OVPJEKQ,2022-10-08 03:39:00.215,0,True,awesome,awesome,awesome,awesome,4,4,4
5.0,Great price,Great price,[],B00UXG4WR8,B00UXG4WR8,AFFNDCELBSYWK3JAIGR2CFK45PEQ,2016-08-21 19:03:57.000,0,True,great price,great price,great price,great price,4,4,4
5.0,A little pricy,Needed for refrigeration<br />Feel like it's overpriced,[],B00UXG4WR8,B00UXG4WR8,AFDZFNYHH56B53EY6I2PHSJZOZEQ,2019-04-26 02:52:34.006,1,True,need for refrigeration < br />feel like it be overprice,a little pricy,need refrigeration br like overprice,little pricy,0,4,0
5.0,excellent,exactly brand found in hardware stores etc... Amazon is the lowest price so far I will continue to or this item as long as it is up .,[],B00UXG4WR8,B00UXG4WR8,AGR262LDBTPC5HQWO6LCTCA75PYA,2019-10-21 01:32:43.280,0,True,exactly brand find in hardware store etc ... amazon be the low price so far i will continue to or this item as long as it be up .,excellent,exactly brand find hardware store etc amazon low price far continue item long,excellent,4,4,4
5.0,Water tastes great,It cost more than most filters. Most were made overseas. My last one said for Kemore.  Too funny. Weird tasting ice. I am willing to pay more to have better flavor. Easy to install. I’ll order this brand again.,[],B00UXG4WR8,B00UXG4WR8,AGS6QADXVKBHYG3PAHRPJRCB4SLQ,2022-05-22 23:54:37.660,0,True,it cost more than most filter . most be make overseas . my last one say for kemore .   too funny . weird taste ice . i be willing to pay more to have well flavor . easy to install . i ’ll order this brand again .,water taste great,cost filter overseas say kemore funny weird taste ice willing pay well flavor easy install order brand,water taste great,4,4,4
5.0,Good Filter,This filter works great for me and a lot better priced than getting in the store.,[],B00UXG4WR8,B00UXG4WR8,AHGONSGIOJOZQMOJLXSSFIIQL2NA,2017-05-19 04:35:27.000,0,True,this filter work great for i and a lot well price than get in the store .,good filter,filter work great lot well price get store,good filter,4,4,4
1.0,Disappointed,"Terrible - the water flow reduced to a tricle after 1month of using the filter, just days after the return period ended. Flow is great without the filter.  As a few others pointed out these must be defective.<br /><br />DO NOT RECOMMEND!",[],B00UXG4WR8,B00UXG4WR8,AHU5WF45QCPGR5KHR5DTREXQWJ5A,2020-10-15 16:58:36.765,0,True,"terrible - the water flow reduce to a tricle after 1month of use the filter , just day after the return period end . flow be great without the filter .   as a few other point out these must be defective.<br /><br />do not recommend !",disappointed,terrible water flow reduce tricle filter day return period end flow great filter point recommend,disappointed,4,0,0
3.0,Have to flush the dispenser system using 2 gallons of water,"I had to get it, but I don’t like the price or that I have to dispense 2 gallons of water before using it!  Seriously!!?!",[],B00UXG4WR8,B00UXG4WR8,AFTFYECOAZGVNR7IYI4CQZVX3HUQ,2018-01-09 18:36:14.962,0,True,"i have to get it , but i do not like the price or that i have to dispense 2 gallon of water before use it !   seriously ! ! ? !",have to flush the dispenser system use 2 gallon of water,like price dispense gallon water seriously,flush dispenser system gallon water,4,4,2
5.0,Works Great,"Other than the increase from the previous price, this filter is great with no problems. I tried a cheaper filter and it leaked. So despite the increase I will stick with this one for the foreseeable future.",[],B00UXG4WR8,B00UXG4WR8,AERYGUGW2DUDKWNL3QIP3I7LV7FQ,2017-10-12 11:08:23.765,0,True,"other than the increase from the previous price , this filter be great with no problem . i try a cheap filter and it leak . so despite the increase i will stick with this one for the foreseeable future .",work great,increase previous price filter great problem try cheap filter leak despite increase stick foreseeable future,work great,0,4,3
4.0,Easy to install in refrigerator,Hate to have to waste a lot of water running it through the filter before installing.,[],B00UXG4WR8,B00UXG4WR8,AHSCYFBQTPGTY3LCA3MYQAHZK73Q,2021-04-09 18:24:34.861,0,True,hate to have to waste a lot of water run it through the filter before instal .,easy to install in refrigerator,hate waste lot water run filter instal,easy install refrigerator,0,4,0
5.0,Works well,"This is the first filter we have had to buy for our new refrigerator.  Considering you are suppose to change them every 6 months it would be great to see a lower cost on the product.  Other than that, it works well.",[],B00UXG4WR8,B00UXG4WR8,AHMFJUTZA7EU5WHX5UO5NRLILHKA,2021-01-15 12:42:22.409,0,True,"this be the first filter we have have to buy for our new refrigerator .   consider you be suppose to change they every 6 month it would be great to see a low cost on the product .   other than that , it work well .",work well,filter buy new refrigerator consider suppose change month great low cost product work,work,4,4,3
5.0,Great Filter,"Works as advertised with our refrigerator!  Much easier to install than I thought, and lasts for at least as long as the duration quoted on the box.",[],B00UXG4WR8,B00UXG4WR8,AFRZOY4TUCE6F6EMIDVHODDGUZKQ,2020-03-06 08:49:29.239,0,True,"work as advertise with our refrigerator !   much easy to install than i think , and last for at least as long as the duration quote on the box .",great filter,work advertise refrigerator easy install think last long duration quote box,great filter,4,4,4
5.0,Great value,Fast free shipping - great price. Will buy again - Thank you,[],B00UXG4WR8,B00UXG4WR8,AGJQL23AMTQFYVQBCZ62GRIRXAPA,2021-02-21 20:59:25.036,0,True,fast free shipping - great price . will buy again - thank you,great value,fast free shipping great price buy thank,great value,4,4,4
5.0,Nice product,We have never had a problem with any Whirlpool water filter.  The only hard part is remembering to change them often enough.,[],B00UXG4WR8,B00UXG4WR8,AHOAQMZY7UCXNVMSZJG2SXVMIATQ,2018-07-01 05:18:05.132,0,True,we have never have a problem with any whirlpool water filter .   the only hard part be remember to change they often enough .,nice product,problem whirlpool water filter hard remember change,nice product,0,4,4
2.0,The water tastes and smells worse than fawcet's,"I gave 2 stars because it came on time and well packaged, but the product is defective. The water tastes and smells worse than fawcet's.  I am returning and getting a replacement. I like this brand because normally makes water taste good and remove a lot of undesirable elements from the water (don't remember how many, but I looked into other filters and this was much better).<br />After I replace, will post another review, hopefully with 5 star review.",[],B00UXG4WR8,B00UXG4WR8,AEAPCQQODH3ILQ7IW34CFU3DKQMA,2016-09-23 16:20:51.000,0,True,"i give 2 star because it come on time and well package , but the product be defective . the water taste and smell bad than fawcet 's .   i be return and get a replacement . i like this brand because normally make water taste good and remove a lot of undesirable element from the water ( do not remember how many , but i look into other filter and this be much better).<br />after i replace , will post another review , hopefully with 5 star review .",the water taste and smell bad than fawcet 's,give star come time package product defective water taste smell bad fawcet return get replacement like brand normally make water taste good remove lot undesirable element water remember look filter replace post review hopefully star review,water taste smell bad fawcet,0,0,1
5.0,Works good for our fridge,"This filter works fine for us.  I read the reviews, so I know that filters made in other countries have unreliable quality, so I was worried about buying these filters from Amazon.  But so far, I have had no problems with this filter, and I have been buying the same one for a couple of years now.  Water quality appears good, and it works right away.<br />I do not drink the water right away.  I dispense the first quart or more into a container, and use that water on my house plants.  I also turn off the ice maker for a day or so.<br />So for our household, this line of fridge filters is working okay.",[],B00UXG4WR8,B00UXG4WR8,AGN6W36QYHVVSMWAYU3W4FYTF4TA,2022-08-16 12:53:51.079,6,True,"this filter work fine for we .   i read the review , so i know that filter make in other country have unreliable quality , so i be worried about buy these filter from amazon .   but so far , i have have no problem with this filter , and i have be buy the same one for a couple of year now .   water quality appear good , and it work right away.<br />i do not drink the water right away .   i dispense the first quart or more into a container , and use that water on my house plant .   i also turn off the ice maker for a day or so.<br />so for our household , this line of fridge filter be work okay .",work good for our fridge,filter work fine read review know filter country unreliable quality worried buy filter amazon far problem filter buy couple year water quality appear good work right drink water right away dispense quart container use water house plant turn ice maker day household line fridge filter work okay,work good fridge,2,4,4
5.0,Perfect,Was easy to install.  Worked out perfectly,[],B00UXG4WR8,B00UXG4WR8,AGEDWT7RHG3RZ5CVJPE7Y52LRUVQ,2022-01-25 19:20:42.966,0,True,be easy to install .   work out perfectly,perfect,easy install work perfectly,perfect,4,4,4
5.0,"Remember to flush your water first, otherwise cloudy water",Remember to flush your water otherwise it will come out cloudy.,[],B00UXG4WR8,B00UXG4WR8,AEZAYVEC44ZAHTJU7LXSH44BMF6Q,2022-06-11 16:45:56.939,0,True,remember to flush your water otherwise it will come out cloudy .,"remember to flush your water first , otherwise cloudy water",remember flush water come cloudy,remember flush water cloudy water,4,4,2
5.0,Should have done it months ago!,"So yeah, fridge had been telling me I should change filter but I kept ignoring. The water dispenser was pretty slow but somehow I always figured it was just like that. Changed filter and water pours out fast. I guess it's all it needed, ooops!",[],B00UXG4WR8,B00UXG4WR8,AED5BHWWV75WTEOBOEWMNRUZIZUA,2019-12-11 14:08:15.902,0,True,"so yeah , fridge have be tell i i should change filter but i keep ignore . the water dispenser be pretty slow but somehow i always figure it be just like that . change filter and water pour out fast . i guess it be all it need , ooop !",should have do it month ago !,yeah fridge tell change filter keep ignore water dispenser pretty slow figure like change filter water pour fast guess need ooop,month ago,4,0,4
3.0,Be careful,Be careful when ordering this item.  i inputted the refrigerator model number and it seemed to be correct.  i received the item and discovered I ordered the incorrect number on the filter.,[],B00UXG4WR8,B00UXG4WR8,AFCVA7DSHVBSGJGLLMTIHZD3VH2Q,2018-09-19 19:49:14.109,0,True,be careful when order this item .   i inputte the refrigerator model number and it seem to be correct .   i receive the item and discover i order the incorrect number on the filter .,be careful,careful order item inputte refrigerator model number correct receive item discover order incorrect number filter,careful,0,4,4
5.0,Great replacement filter!,"Good value,easy to install ..just works!",[],B00UXG4WR8,B00UXG4WR8,AG6YFW7GMMQY37O4MEL2XQVZ2VYQ,2022-08-16 04:16:29.552,0,True,"good value , easy to install .. just work !",great replacement filter !,good value easy install work,great replacement filter,4,4,4
5.0,Fridge  filter,It always makes the water taste so good,[],B00UXG4WR8,B00UXG4WR8,AHWUGUE7JCCT7YGALFK5SP4R6BPA,2021-11-23 09:38:20.824,0,True,it always make the water taste so good,fridge   filter,make water taste good,fridge filter,4,4,4
5.0,Fit perfectly,Fit perfectly in Kenmore side by side,[],B00UXG4WR8,B00UXG4WR8,AHCG63T5ULLFZVIVYVUIZYB2M46Q,2022-10-19 22:16:36.563,1,True,fit perfectly in kenmore side by side,fit perfectly,fit perfectly kenmore,fit perfectly,4,4,4
5.0,Great product,We always buy our replacements from here,[],B00UXG4WR8,B00UXG4WR8,AEZMRVRNMVMOWBC4TWY7KGJAN73Q,2022-03-18 13:41:28.609,0,True,we always buy our replacement from here,great product,buy replacement,great product,4,4,4
1.0,This barely lowers TDS,Used a TDS meter and got a difference of like 30 PPM... I've been buying these filters for a while and I am disappointed with those results... going to look into switching to something else,[],B00UXG4WR8,B00UXG4WR8,AGFZW3UWGFL7TZJ26KUBWLVT5T5A,2022-08-31 01:00:07.357,1,True,use a tds meter and get a difference of like 30 ppm ... i have be buy these filter for a while and i be disappoint with those result ... go to look into switching to something else,this barely lower tds,tds meter get difference like ppm buy filter disappoint result go look switching,barely lower tds,0,4,4
1.0,Know your model number,Got the wrong model recommended. Did not fit my fridge.,[],B00UXG4WR8,B00UXG4WR8,AHI2UNXDRQ5DRAMGRZXU3ROIUJPA,2021-02-25 19:23:58.719,0,True,got the wrong model recommend . do not fit my fridge .,know your model number,got wrong model recommend fit fridge,know model number,4,4,0
5.0,Get what you pay for,Not sure if mine was a rare occurrence but the one I had was a used one and smelled like pond water. So we just bought one for same money at our local hardware store,[],B00UXG4WR8,B00UXG4WR8,AGI7RHRF3NH26ROOVINAUXJGIBZA,2023-01-13 03:04:31.258,1,True,not sure if mine be a rare occurrence but the one i have be a used one and smell like pond water . so we just buy one for same money at our local hardware store,get what you pay for,sure rare occurrence smell like pond water buy money local hardware store,pay,4,4,4
4.0,Good,There are pricey everywhere but work good and last long,[],B00UXG4WR8,B00UXG4WR8,AFI6CDDIHTNTJLZ3GZRWJJKIJ5AQ,2021-12-05 23:26:53.814,0,True,there be pricey everywhere but work good and last long,good,pricey work good long,good,4,4,4
1.0,Disgusted by Results!!!,Result 1: was the Distilled gallon water<br />Result 126: was from the new fridge filter<br />Result 124: was the Tap water<br /><br />Will be buying a distilled water machine.  Meanwhile I will continue buying the Distilled gallon of water.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/715-AGklM-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/715-AGklM-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/715-AGklM-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/719IczipmQL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/719IczipmQL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/719IczipmQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71sEp8aGkhL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71sEp8aGkhL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71sEp8aGkhL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00UXG4WR8,B00UXG4WR8,AEUVQL6WGFAF4EQ7A7OUY3X46SUA,2023-03-07 00:20:36.401,0,True,result 1 : be the distil gallon water < br />result 126 : be from the new fridge filter < br />result 124 : be the tap water < br /><br />will be buy a distilled water machine .   meanwhile i will continue buy the distil gallon of water .,disgust by result ! ! !,result distil gallon water br new fridge filter br tap water br buy distilled water machine continue buy distil gallon water,disgust result,4,0,4
5.0,easy to install,price,[],B00UXG4WR8,B00UXG4WR8,AFRWBLIWCJ27DYZBZ7PFULEGENAQ,2022-04-09 18:07:56.407,0,True,price,easy to install,price,easy install,4,4,4
5.0,Easy to install,I used this in my fridge as the water filter.,[],B00UXG4WR8,B00UXG4WR8,AEGLBKKR475CP3LAZPBGBJHQT4JQ,2022-05-15 03:37:17.967,0,True,i use this in my fridge as the water filter .,easy to install,fridge water filter,easy install,4,4,4
2.0,PRICE GOUGING,No reason for this filter to sell for almost $60.  I still have to buy water from the grocery store.  The filtering is NOT pure enough for my system which requires me to boil it before I use it as drinking water.  I wonder just how much money will I spend over the years/life of the refrige replacing this >lackluster water filter&lt;,[],B00UXG4WR8,B00UXG4WR8,AHDCUJLSYQQLK5D3BZ5D6XY4UC5Q,2023-02-10 21:17:38.255,0,True,no reason for this filter to sell for almost $ 60 .   i still have to buy water from the grocery store .   the filtering be not pure enough for my system which require i to boil it before i use it as drinking water .   i wonder just how much money will i spend over the year / life of the refrige replace this > lackluster water filter&lt ;,price gouging,reason filter sell buy water grocery store filtering pure system require boil use drinking water wonder money spend year life refrige replace lackluster water,price gouging,4,4,0
5.0,Good product,Good product. Easy to install. Expensive.,[],B00UXG4WR8,B00UXG4WR8,AE64CPNMDW43573PVGKMZHUSQKAQ,2021-06-07 22:01:40.559,0,True,good product . easy to install . expensive .,good product,good product easy install expensive,good product,4,4,4
5.0,The one we need at a good price,Does the job and for a better price than big box home improvement stores.,[],B00UXG4WR8,B00UXG4WR8,AHRZKUV2COSPKUDSVFYKSTASI5EA,2019-03-25 01:09:37.924,0,True,do the job and for a well price than big box home improvement store .,the one we need at a good price,job well price big box home improvement store,need good price,4,2,4
5.0,"Cheaper than the store, but just the same",Very same product in the store.  Lots less money. Keeps the water fresh from the refrigerator,[],B00UXG4WR8,B00UXG4WR8,AFM4MIIBRNJBLLFUZF2O37ZPEOOA,2022-07-16 16:24:56.991,0,True,very same product in the store .   lot less money . keep the water fresh from the refrigerator,"cheap than the store , but just the same",product store lot money keep water fresh refrigerator,cheap store,4,0,4
5.0,Nice find,This is cheaper than going through the company to get so great find.,[],B00UXG4WR8,B00UXG4WR8,AETWU7ICRWNFM3NJECW4IIG26ZTQ,2023-02-02 14:31:07.357,1,True,this be cheap than go through the company to get so great find .,nice find,cheap go company great find,nice find,4,4,4
5.0,Good Filter. Costly Though.,Good filter. Wish it was a little bit cheaper.,[],B00UXG4WR8,B00UXG4WR8,AEBU7BRWOVP5NIN2JZWMRLBPVIAA,2020-08-06 05:10:14.657,0,True,good filter . wish it be a little bit cheap .,good filter . costly though .,good filter wish little bit cheap,good filter costly,4,4,3
3.0,Close but no cigar!,Item was as described. Plugged up and started to slow down.,[],B00UXG4WR8,B00UXG4WR8,AF6HKY6KGSDLVMYAUOGONZDVP73A,2021-04-24 16:50:03.930,0,True,item be as describe . plug up and start to slow down .,close but no cigar !,item describe plug start slow,close cigar,4,4,4
5.0,Great price compared to retail options.,Great price on a replacement filter for our Kenmore Elite refrigerator. Takes a bit to get past the Ilinitial phase of cleaning through it for use. About 6-7 gallons but worth it in the long run.,[],B00UXG4WR8,B00UXG4WR8,AGZPRXPS3XNWNDOG7ZELKB6RR3SA,2020-01-09 01:45:00.456,0,True,great price on a replacement filter for our kenmore elite refrigerator . take a bit to get past the ilinitial phase of clean through it for use . about 6 - 7 gallon but worth it in the long run .,great price compare to retail option .,great price replacement filter kenmore elite refrigerator take bit past ilinitial phase clean use gallon worth long run,great price compare retail option,4,4,4
2.0,Too short to make a connection...read my review if you have this issue!,"This is the same water filter I have ordered in the past, but this one is a little too short to make the connection within the unit.  It was making these crazy thumping noises...Thanks to some other awesome review posts I read that you should fold up a small piece of papertowel & place it at the end of the filter before closing the trap door...worked like a charm!  I’ll have to review all the model #’s etc. to see if something has changed??",[],B00UXG4WR8,B00UXG4WR8,AECYLB5SQCT6MGIA4ZYDU2ZXPVQA,2018-05-07 23:01:52.597,0,True,"this be the same water filter i have order in the past , but this one be a little too short to make the connection within the unit .   it be make these crazy thumping noise ... thank to some other awesome review post i read that you should fold up a small piece of papertowel & place it at the end of the filter before close the trap door ... work like a charm !   i ’ll have to review all the model # ’s etc . to see if something have change ? ?",too short to make a connection ... read my review if you have this issue !,water filter order past little short connection unit make crazy thumping noise thank awesome review post read fold small piece papertowel place end filter close trap door work like charm review model etc change,short connection read review issue,4,0,4
5.0,Cheaper to buy here on Amazon,Value is awesome,[],B00UXG4WR8,B00UXG4WR8,AENIC3QNCZ6PXZP37TO46FKFZ7DQ,2022-09-11 22:12:39.256,0,True,value be awesome,cheaper to buy here on amazon,value awesome,cheaper buy amazon,4,0,4
5.0,Whirlpool Authorized Replacement,Fit perfectly in my Whirlpool Gold refrigerator.,[],B00UXG4WR8,B00UXG4WR8,AHGPUCOHL7ZC5J7CYT62M53QBHBQ,2018-08-18 16:15:46.521,0,True,fit perfectly in my whirlpool gold refrigerator .,whirlpool authorized replacement,fit perfectly whirlpool gold refrigerator,whirlpool authorized replacement,4,4,4
5.0,Great product,Great product,[],B00UXG4WR8,B00UXG4WR8,AEBBXECJFT7OLOE5IOBIMS43QKCQ,2021-01-18 19:00:05.764,0,True,great product,great product,great product,great product,4,4,4
5.0,Five Stars,Great item,[],B00UXG4WR8,B00UXG4WR8,AFDY4FKEGIFSWIBPHDDFJIYOQBRA,2018-02-21 14:51:52.905,0,True,great item,five star,great item,star,4,4,4
4.0,OK,Wish these things were cheaper!  Don't last but about 6 months!,[],B00UXG4WR8,B00UXG4WR8,AESO2TOGYT4ZJU55FX46NFAFQ2JQ,2019-10-22 16:48:06.235,0,True,wish these thing be cheap !   do not last but about 6 month !,ok,wish thing cheap month,ok,0,3,0
5.0,What can I say more about a filter,Filter was ready to change. Glad I saved this in my lists so it’s easy to find again when it’s time to purchase.,[],B00UXG4WR8,B00UXG4WR8,AHAROXCALXJ4AQVQYHYYVW7MB5NQ,2021-06-26 21:13:26.634,0,True,filter be ready to change . glad i save this in my list so it ’ easy to find again when it ’ time to purchase .,what can i say more about a filter,filter ready change glad save list easy find time purchase,filter,4,4,4
5.0,I have purchased several water filters for my Whirpool over the years and love the quality and price,Works great at a much cheaper price than factory filters.,[],B00UXG4WR8,B00UXG4WR8,AHPLGECNN5ODKE4PVTCRP4CFWTNA,2017-07-08 21:51:47.390,0,True,work great at a much cheap price than factory filter .,i have purchase several water filter for my whirpool over the year and love the quality and price,work great cheap price factory filter,purchase water filter whirpool year love quality price,4,4,4
5.0,Good quality,Same product in stores but at a competitive price,[],B00UXG4WR8,B00UXG4WR8,AF53Q53D7HANNYRL54ZUSNWVXZAQ,2021-07-27 17:57:44.699,0,True,same product in store but at a competitive price,good quality,product store competitive price,good quality,4,4,4
