rating,title_x,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,main_category,title_y,average_rating,rating_number,features,price,text_cleaned,text_cleaned1,sentiment
5,Love ACDC,Great cd can't go wrong here,[],B08KGT79CH,B08KGT79CH,AEB43BHRGTANCTRORLUBG4SYTR7A,2022-01-22 15:21:09.699,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,great cd can not go wrong here,great cd wrong,4
4,"Adele rocks, but CD case was cracked",Music is awesome but the CD case arrived cracked.,[],B09HVRTMFX,B09HVRTMFX,AER52RHWIFTCYTGLJX4HQ3YTLAYQ,2021-11-22 17:50:50.952,0,True,Digital Music,30,4.6,39104,[],7.27,music be awesome but the cd case arrive crack .,music awesome cd case arrive crack,3
5,Adelle does not disappoint,Who doesn't like Adelle?,[],B09HVRTMFX,B09HVRTMFX,AHOO4N7CI7M3KDHCNYUQCBSEXMCA,2022-09-13 18:58:19.577,0,True,Digital Music,30,4.6,39104,[],7.27,who do not like adelle ?,like adelle,0
5,the case is cracked,"I don""t know if the cd  is affected , but the case is cracked across the bottom right corner. I just played the CD through and no damage. I will put it in a new case . The music is all Adele. She is terrific.",[],B09HVRTMFX,B09HVRTMFX,AE6EALBGONP56VJSTBAM6RBG72AA,2021-11-22 19:49:58.420,0,True,Digital Music,30,4.6,39104,[],7.27,"i don""t know if the cd   be affect , but the case be crack across the bottom right corner . i just play the cd through and no damage . i will put it in a new case . the music be all adele . she be terrific .",know cd affect case crack right corner play cd damage new case music adele terrific,4
5,Awesome!,It is an AC/DC album ergo it is phenomenal!!!,[],B08KGT79CH,B08KGT79CH,AEEAVL7KG6DPBSBF3U7ZD4YMGZTQ,2020-12-28 16:21:54.164,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,it be an ac / dc album ergo it be phenomenal ! ! !,ac dc album ergo phenomenal,4
5,another winner!,"it's Adele so of course it is fantastic! eclectic mix of songs, thank you Adele!",[],B09HVRTMFX,B09HVRTMFX,AE2NHUN7AFQC5MLRBYG44AXGWNPQ,2021-12-05 14:57:55.464,0,True,Digital Music,30,4.6,39104,[],7.27,"it be adele so of course it be fantastic ! eclectic mix of song , thank you adele !",adele course fantastic eclectic mix song thank adele,4
1,Big Disappointment,I am a huge Adele fan. This album is awful. I kept waiting to hear something that would change my mind!  Crying?  Talking to her son?  I still have mine in the packaging. Would love to send it back!,[],B09HVRTMFX,B09HVRTMFX,AGSK35JTA7LQHYQBYZVHJOJ4IBAQ,2022-01-03 00:09:20.603,1,True,Digital Music,30,4.6,39104,[],7.27,i be a huge adele fan . this album be awful . i keep wait to hear something that would change my mind !   cry ?   talk to her son ?   i still have mine in the packaging . would love to send it back !,huge adele fan album awful keep wait hear change mind cry talk son packaging love send,0
3,Nowhere near as good as prior albums,"Whereas previous albums featured songs that evoke pathos, this one was pathetic.<br /><br />Beyond maudlin, some songs were downright morose, including Adele crying (supposedly).<br /><br />We played it once, and relegated it to the far reaches of the CD rack.",[],B09HVRTMFX,B09HVRTMFX,AFUIFAWX5GODYR2KXB4UOZTJIIVA,2022-02-28 18:44:12.117,0,True,Digital Music,30,4.6,39104,[],7.27,"whereas previous album feature song that evoke pathos , this one be pathetic.<br /><br />beyond maudlin , some song be downright morose , include adele cry ( supposedly).<br /><br />we play it once , and relegate it to the far reach of the cd rack .",previous album feature song evoke pathos maudlin song downright morose include adele cry play relegate far reach cd rack,0
5,Price and quality,As good as the older  stuff.,[],B08KGT79CH,B08KGT79CH,AHWX6ANRTHKGQTYPW5SFFE3TW4EQ,2021-01-21 22:23:48.294,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,as good as the old   stuff .,good old stuff,4
5,Great album,"These guys still know how to rock, great stuff here.",[],B08KGT79CH,B08KGT79CH,AHRW5RWMBFDMXMJ3OTVOJOBY3KVQ,2021-02-26 13:13:13.521,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,"these guy still know how to rock , great stuff here .",guy know rock great stuff,4
5,"Love  love, love this album!",Adele does it again!,[],B09HVRTMFX,B09HVRTMFX,AGWBBFPOIWJJTKB3DWUIMQTB7YSQ,2022-02-02 17:27:07.725,0,True,Digital Music,30,4.6,39104,[],7.27,adele do it again !,adele,4
1,Great voice,Great voice but most of the songs are kind of boring.,[],B09HVRTMFX,B09HVRTMFX,AGUMORYRRVPR57SC76VCHDFM4TOA,2022-03-07 21:36:55.138,0,True,Digital Music,30,4.6,39104,[],7.27,great voice but most of the song be kind of boring .,great voice song kind boring,2
5,Wow. Just wow.,"There aren’t enough words to articulate how this album makes me feel. I mean, it’s Adele, it’s vinyl, and it’s so powerful. Definitely a YES for a “treat-yourself” gift, or a gift for anyone who loves Adele or vinyl. All around, great addition to our collection and getting the mp3 downloads with the purchase makes it even better!!",[],B09HVSKCGQ,B09HVRTMFX,AFRZIM4XNLICLVX5AOFXU5TFUM2A,2022-01-12 01:40:26.210,0,True,Digital Music,30,4.6,39104,[],7.27,"there be not enough word to articulate how this album make i feel . i mean , it ’ adele , it ’ vinyl , and it ’ so powerful . definitely a yes for a "" treat - yourself "" gift , or a gift for anyone who love adele or vinyl . all around , great addition to our collection and get the mp3 download with the purchase make it even well ! !",word articulate album make feel mean adele vinyl powerful definitely yes treat gift gift love adele vinyl great addition collection get download purchase make well,4
5,Adele,It’s a for a gift hope it sounds good,"[{'small_image_url': 'https://m.media-amazon.com/images/I/81TuhrsjbdL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81TuhrsjbdL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81TuhrsjbdL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09HVTKLPQ,B09HVRTMFX,AHLRLWT4WQ7UGQDAB3PV26ZQSU6A,2021-11-20 19:41:42.720,0,True,Digital Music,30,4.6,39104,[],7.27,it ’ a for a gift hope it sound good,gift hope sound good,4
2,Item came cracked,"Case came cracked, but was a gift for Christmas, so was unable to return in time.",[],B09HVRTMFX,B09HVRTMFX,AEGB6CIXD6JZFROEYGTNELMNIOQQ,2022-03-29 02:07:28.347,0,True,Digital Music,30,4.6,39104,[],7.27,"case come crack , but be a gift for christmas , so be unable to return in time .",case come crack gift christmas unable return time,1
4,loved 4 songs,"loved 4 song, rest not tooo keen!",[],B09HVRTMFX,B09HVRTMFX,AFZNCEVOTBTCQ3BNMVPUWXLWIYDQ,2021-11-28 13:30:28.087,0,True,Digital Music,30,4.6,39104,[],7.27,"love 4 song , rest not tooo keen !",love song rest tooo keen,3
5,Adele  CD,I like her music very good CD,[],B09HVRTMFX,B09HVRTMFX,AHTGIXWN3WUNFT7UD2T56J2OKRBQ,2022-02-19 19:17:03.417,0,True,Digital Music,30,4.6,39104,[],7.27,i like her music very good cd,like music good cd,4
2,Is this the same singer?,"While people have been obsessing over her weight loss in terms of what it says or doesn't say to women, I'm wondering if it's changed her voice.  A lot of these songs feel less anthemic, less resonant.  Don't get me wrong, she still has a fascinating voice but it doesn't sound as rich and nuanced.  I wasn't grabbed by much on this album, and that's disappointing.",[],B09HVRTMFX,B09HVRTMFX,AGIQIA53KSCKPWANCIFWQDI37KFQ,2021-11-23 09:51:50.849,2,False,Digital Music,30,4.6,39104,[],7.27,"while people have be obsess over her weight loss in term of what it say or do not say to woman , i be wonder if it be change her voice .   a lot of these song feel less anthemic , less resonant .   do not get i wrong , she still have a fascinating voice but it do not sound as rich and nuance .   i be not grab by much on this album , and that be disappointing .",people obsess weight loss term say woman wonder change voice lot song feel anthemic resonant wrong fascinating voice sound rich nuance grab album disappointing,2
1,30..adele,Her worst CD to date. Sucks,[],B09HVRTMFX,B09HVRTMFX,AEH74V5IKAHZ5XWULD6GCVIAAWWA,2022-01-23 16:41:20.003,1,True,Digital Music,30,4.6,39104,[],7.27,her bad cd to date . suck,bad cd date suck,0
3,Case came Cracked,Thank fully the CD came on time but unfortunately the case is cracked and scratched up. It almost seems like it was a used CD repackaged.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61JL71Q5TyL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61JL71Q5TyL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61JL71Q5TyL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61Y0NxyZAiL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Y0NxyZAiL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Y0NxyZAiL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71WpwEVEYZL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71WpwEVEYZL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71WpwEVEYZL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09HVRTMFX,B09HVRTMFX,AHOEKPF7K4TPKC7JKSLVR2LR77AA,2021-12-13 20:23:31.170,0,True,Digital Music,30,4.6,39104,[],7.27,thank fully the cd come on time but unfortunately the case be crack and scratch up . it almost seem like it be a used cd repackage .,thank fully cd come time unfortunately case crack scratch like cd repackage,1
5,came in my mail very fast wow thanks,been hearing good thing about this cd now i have it to add to my collection,[],B08KGT79CH,B08KGT79CH,AHO553C3PSTAPN7LH47XMQKUDH4A,2020-11-29 17:23:14.609,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,be hear good thing about this cd now i have it to add to my collection,hear good thing cd add collection,4
5,Brilliant!,I love it! Her brilliance to speak to the hearts of so many people like me. Adele never disappoints and is always worth the wait!,[],B09HVRTMFX,B09HVRTMFX,AEUE3ROHASYRESQK6ABZ7DSKHALQ,2021-12-27 04:32:51.231,0,True,Digital Music,30,4.6,39104,[],7.27,i love it ! her brilliance to speak to the heart of so many people like i . adele never disappoint and be always worth the wait !,love brilliance speak heart people like adele disappoint worth wait,4
5,A Much-Needed Flashback to Greatness.,"Back in 1980, when Back in Black was released, there wasn't a kid I knew in junior high school who didn't own that album. Some brought it to school with the album tucked under the arms; albums were too big for a book bag. Power-up is one of those albums you want people to know you're listening to...why? Because it kicks donkey's butt, and doesn't fall short on any of the tracks. This is the style you introduce rock and roll to the younger generation, and let them know that the old masters still do it the best and loudest. This is AC/DC's best album in 40 years, and that's no overstatement.",[],B08KGT79CH,B08KGT79CH,AEYDZKXZC6RR6HMZSGPE7LGLDSAA,2020-11-22 18:36:23.709,0,False,Digital Music,POWER UP,4.8,28753,[],8.85,"back in 1980 , when back in black be release , there be not a kid i know in junior high school who do not own that album . some bring it to school with the album tuck under the arm ; album be too big for a book bag . power - up be one of those album you want people to know you be listen to ... why ? because it kick donkey 's butt , and do not fall short on any of the track . this be the style you introduce rock and roll to the young generation , and let they know that the old master still do it the good and loud . this be ac / dc 's good album in 40 year , and that be no overstatement .",black release kid know junior high school album bring school album tuck arm album big book bag power album want people know listen kick donkey butt fall short track style introduce rock roll young generation let know old master good loud ac dc good album year overstatement,4
5,Cost,Play on Bose,[],B09HVRTMFX,B09HVRTMFX,AGZGU4HVGXDPMZZUHFMRJJNXV6XQ,2022-01-10 01:19:17.306,0,True,Digital Music,30,4.6,39104,[],7.27,play on bose,play bose,4
4,Always Love Adele,"I love Adele & her magnificent voice. But, this CD is not as good as some of her previous works.<br />I hate to admit that. I was so excited to receive it & listen to it as soon as I got it.<br />But, it was a bit of a letdown.<br />It was very different than a lot of her previous music.<br />I do love the ""Let Me Go Easy"" song. That song is Beautiful & so is the video. I love her cracking up & laughing at the end of the video.<br />Sorry Adele that this isn't my favorite CD of yours.",[],B09HVRTMFX,B09HVRTMFX,AEKPJKYID2P55E42DOL24C6YVTSA,2022-01-16 22:06:00.426,0,True,Digital Music,30,4.6,39104,[],7.27,"i love adele & her magnificent voice . but , this cd be not as good as some of her previous works.<br />i hate to admit that . i be so excited to receive it & listen to it as soon as i get it.<br />but , it be a bit of a letdown.<br />it be very different than a lot of her previous music.<br />i do love the "" let i go easy "" song . that song be beautiful & so be the video . i love she crack up & laugh at the end of the video.<br />sorry adele that this be not my favorite cd of your .",love adele magnificent voice cd good previous hate admit excited receive listen soon get bit different lot previous love let easy song song beautiful video love crack laugh end adele favorite cd,2
1,"Beautiful voice, depressing songs.","I am an ADELE fan, I enjoy her music but I won't be listening to this one often, I'm still hooked on ""HELLO"".",[],B09HVRTMFX,B09HVRTMFX,AHO4AC3XRGBO2OLDSAAXLQX7LYOA,2021-12-13 21:23:58.941,1,True,Digital Music,30,4.6,39104,[],7.27,"i be an adele fan , i enjoy her music but i will not be listen to this one often , i be still hook on "" hello "" .",adele fan enjoy music will listen hook hello,2
5,Love The CD,Different for Adele,[],B09HVRTMFX,B09HVRTMFX,AGDCEPDVVD5KT3F4CCCIFEZL36XA,2022-01-12 20:25:17.435,0,True,Digital Music,30,4.6,39104,[],7.27,different for adele,different adele,2
5,Amazing amazing amazing!,Great album. Deep heart searing songs that choke me up because I can feel her pain. Adele is a wonderful singer that I think fans would like to see more of. She’s a international treasure.,[],B09HVRTMFX,B09HVRTMFX,AECBMBELQ6IV7BG2VUW2AAGDFZZA,2021-11-24 00:08:44.032,0,True,Digital Music,30,4.6,39104,[],7.27,great album . deep heart sear song that choke i up because i can feel her pain . adele be a wonderful singer that i think fan would like to see more of . she ’ a international treasure .,great album deep heart sear song choke feel pain adele wonderful singer think fan like international treasure,4
1,Depressing,So many sad songs. No thanks. I gave this CD away.,[],B09HVRTMFX,B09HVRTMFX,AFLNDTBC4FT53ODNMSRLEHSFYMLQ,2022-01-07 16:48:39.198,2,True,Digital Music,30,4.6,39104,[],7.27,so many sad song . no thank . i give this cd away .,sad song thank give cd away,0
1,Adele 30,A little disappointed.  The album is very different.  I only liked one song on the double LP which was Easy On Me. The song that was released early.  One of the albums has a slight warp in it.  Overall I would not purchase again.,[],B09HVTKLPQ,B09HVRTMFX,AGCG4QRYWQD7246NWCZUAMX2LU5A,2021-12-17 21:38:30.540,0,True,Digital Music,30,4.6,39104,[],7.27,a little disappointed .   the album be very different .   i only like one song on the double lp which be easy on i . the song that be release early .   one of the album have a slight warp in it .   overall i would not purchase again .,little disappointed album different like song double lp easy song release early album slight warp overall purchase,2
5,Excellent,This is an excellent song for relationship problems it will give you<br />Strength to leave his ass and move on that is exactly what I did I listen to it one week straight every day all day Buy two of them one for your girlfriend and her problems and one for yourself,[],B09HVRTMFX,B09HVRTMFX,AGDZYABDMPXEYRSQDS62DUAQHM6A,2022-05-06 11:02:43.416,0,True,Digital Music,30,4.6,39104,[],7.27,this be an excellent song for relationship problem it will give you < br />strength to leave his ass and move on that be exactly what i do i listen to it one week straight every day all day buy two of they one for your girlfriend and her problem and one for yourself,excellent song relationship problem br leave ass exactly listen week straight day day buy girlfriend problem,4
4,Mint condition,Item arrived in mint condition. Vinyl plays great with no issues.,[],B09HVTKLPQ,B09HVRTMFX,AFZGCWIQTXJ4GJOROIGHUWSUZKFQ,2022-06-11 15:22:40.344,0,True,Digital Music,30,4.6,39104,[],7.27,item arrive in mint condition . vinyl play great with no issue .,item arrive mint condition vinyl play great issue,4
5,Great,Love Adele does not disappoint,[],B09HVRTMFX,B09HVRTMFX,AHY5HVIUFFYQCZFNFZ7MISK2P7CQ,2021-12-22 19:12:53.860,0,True,Digital Music,30,4.6,39104,[],7.27,love adele do not disappoint,love adele disappoint,4
4,"Adele, enough said!","Adele, enough said !",[],B09HVRTMFX,B09HVRTMFX,AFQX4LT5MDOR6Y5KNN3KTKYKIJVA,2021-12-16 18:14:26.161,0,True,Digital Music,30,4.6,39104,[],7.27,"adele , enough say !",adele say,4
5,Shes one of a kind musician,I pretty much have all of Adele’s albums .,[],B09HVRTMFX,B09HVRTMFX,AE6WMI63MD2X4ATGF5WXI3TKNI2Q,2022-03-12 23:44:56.269,0,True,Digital Music,30,4.6,39104,[],7.27,i pretty much have all of adele ’s album .,pretty adele album,4
2,Everthing sounds alike and like her previous cds,Gave it away,[],B09HVRTMFX,B09HVRTMFX,AH6LAJTB4JRZPKTATZU4N25INIKQ,2022-01-30 16:14:38.372,0,True,Digital Music,30,4.6,39104,[],7.27,give it away,give away,0
4,Not as good as her older ones.,Just didn't care for most of the songs on this cd.  Expected more I guess.,[],B09HVRTMFX,B09HVRTMFX,AFDCT7DW7RTDDEA7ZIBDELVWVREA,2021-12-02 01:38:07.312,0,True,Digital Music,30,4.6,39104,[],7.27,just do not care for most of the song on this cd .   expect more i guess .,care song cd expect guess,1
5,Nice as expected,"Came quickly and as expected, adding it to my Adele 21 and 25.",[],B09HVRTMFX,B09HVRTMFX,AEB37WCDZVEU6UNRMVFZBX7F4HCA,2021-12-26 17:14:57.981,0,True,Digital Music,30,4.6,39104,[],7.27,"come quickly and as expect , add it to my adele 21 and 25 .",come quickly expect add adele,4
1,Worst album I ever bought,Worst songs worst album. I was wondering why it was only 10 bucks.  Don’t waste your money.  I threw it in the trash,[],B09HVRTMFX,B09HVRTMFX,AGBJFFDO6RXTG22LRDPMWNEWVSBA,2021-12-02 16:19:53.541,5,True,Digital Music,30,4.6,39104,[],7.27,bad song bad album . i be wonder why it be only 10 buck .   do not waste your money .   i throw it in the trash,bad song bad album wonder buck waste money throw trash,0
5,Love Adele,This is another fantastic album from Adele - love this!,[],B09HVRTMFX,B09HVRTMFX,AH65XJJNVJVWA63F2VIDHNHB4RTA,2022-01-04 16:36:21.122,0,True,Digital Music,30,4.6,39104,[],7.27,this be another fantastic album from adele - love this !,fantastic album adele love,4
1,I LOVE Adele but this album is HORRIBLE!,Save your money.  I am so disappointed!  I have all her albums and LOVE them but this one is absolute crud.<br />Total drek.  Shame on me for preordering it without checking it out first.  My bad.,[],B09HVRTMFX,B09HVRTMFX,AFXXWVMVTE2CYVKFBEW5R42CPZFA,2021-11-29 21:23:41.070,4,True,Digital Music,30,4.6,39104,[],7.27,save your money .   i be so disappointed !   i have all her album and love they but this one be absolute crud.<br />total drek .   shame on i for preordere it without check it out first .   my bad .,save money disappointed album love absolute drek shame preordere check bad,0
4,"She's Still Got ""IT""","Only have listened to this once and already LOVE most songs.  This album seems more somber than the last two but still LOVE ADELE.  If you ever get to see her live, don't miss that opportunity.  Unbelievably fantastic live!",[],B09HVRTMFX,B09HVRTMFX,AH5ECVJDKURNWTFOWH4PUOB74H4Q,2021-11-30 01:54:34.779,0,True,Digital Music,30,4.6,39104,[],7.27,"only have listen to this once and already love most song .   this album seem more somber than the last two but still love adele .   if you ever get to see her live , do not miss that opportunity .   unbelievably fantastic live !",listen love song album somber love adele live miss opportunity unbelievably fantastic live,4
5,Beautiful Cd,This CD is her best yet! Her voice is beautiful as always. The lyrics are superb the emotion she puts in this is incredible I don’t know how anybody could say otherwise. Thank you Adele for putting the CD out! I Love it!!!!!!!!!!,[],B09HVRTMFX,B09HVRTMFX,AHUAJQ7ZKRTGZTHKIA7YAWLWSIYQ,2021-12-31 19:44:11.587,0,False,Digital Music,30,4.6,39104,[],7.27,this cd be her good yet ! her voice be beautiful as always . the lyric be superb the emotion she put in this be incredible i do not know how anybody could say otherwise . thank you adele for put the cd out ! i love it ! ! ! ! ! ! ! ! ! !,cd good voice beautiful lyric superb emotion put incredible know anybody thank adele put cd love,4
1,This is Adele.....what h$ll??,"I had bought this for my wife who loves all of Adele's past albums. We were driving and the first song started,she said who is this? I said Adele....she said no no no that's not Adele you put in a rap or hip hop CD. I told her, you know I don't listen to that crap cause that's not music that's trash. So she skipped to the next song, then the next song, then by the 4th song she said eject that. Then she said OMG Adele's music has went to h$ll. She was very disappointed. PLEASE LISTEN TO ALL THE OTHER REVIEWERS ON HERE......DO NOT WASTE YOUR MONEY ON THIS ALBUM......",[],B09HVRTMFX,B09HVRTMFX,AGYXN7NQCIS2NWASWFLXDZFOINDA,2021-12-07 02:39:52.905,3,False,Digital Music,30,4.6,39104,[],7.27,"i have buy this for my wife who love all of adele 's past album . we be drive and the first song start , she say who be this ? i say adele .... she say no no no that be not adele you put in a rap or hip hop cd . i tell she , you know i do not listen to that crap cause that be not music that be trash . so she skip to the next song , then the next song , then by the 4th song she say eject that . then she say omg adele 's music have go to h$ll . she be very disappointed . please listen to all the other reviewer on here ...... do not waste your money on this album ......",buy wife love adele past album drive song start say say adele say adele rap hip hop cd tell know listen crap cause music trash skip song song song say eject say omg adele music go disappointed listen reviewer waste money album,0
5,Phenomenal album!,Every single track on this album is pure gold. Adele delivers her best performance to date. And the white vinyl is a lovely touch!,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71WNx+pg2IL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71WNx+pg2IL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71WNx+pg2IL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09HVTKLPQ,B09HVRTMFX,AEBB42IJEHEONTVRMGGK6X5V5WGA,2021-11-20 03:00:39.993,1,True,Digital Music,30,4.6,39104,[],7.27,every single track on this album be pure gold . adele deliver her good performance to date . and the white vinyl be a lovely touch !,single track album pure gold adele deliver good performance date white vinyl lovely touch,4
1,Not one of her best,"I love Adele. I would run to the ticket iffice to see her in concert. I couldn't wait for her latest album to come out. I purchased the CD and greedily listened to the entire album. The CD is in our box in the basement to go to Goodwill. What a disaster. What a disappointment. I am sorry, Adele, but you blew it big time. You have lost me as a fan. Do I still love your previous albums.. oh, yes indeed. I will treasure them because the future looks very bleak.",[],B09HVRTMFX,B09HVRTMFX,AGMYKX7JVVGAP34NYUINTAYZNPWA,2022-01-11 01:00:00.891,1,True,Digital Music,30,4.6,39104,[],7.27,"i love adele . i would run to the ticket iffice to see she in concert . i could not wait for her late album to come out . i purchase the cd and greedily listen to the entire album . the cd be in our box in the basement to go to goodwill . what a disaster . what a disappointment . i be sorry , adele , but you blow it big time . you have lose i as a fan . do i still love your previous album .. oh , yes indeed . i will treasure they because the future look very bleak .",love adele run ticket iffice concert wait late album come purchase cd greedily listen entire album cd box basement goodwill disaster disappointment sorry adele blow big time lose fan love previous album oh yes treasure future look bleak,0
5,Great true soul feeling from the heart songs,Love the whole CD the band great music the bass the piano the back ground singers I enjoy listening to Ms Adele sing and perform in G Park CA I purchased two🤗,[],B09HVRTMFX,B09HVRTMFX,AFN2SRLBAJBERVX34FU4AEU6ZY2Q,2022-04-22 18:05:17.628,0,True,Digital Music,30,4.6,39104,[],7.27,love the whole cd the band great music the bass the piano the back ground singer i enjoy listen to ms adele sing and perform in g park ca i purchase two 🤗,love cd band great music bass piano ground singer enjoy listen ms adele sing perform g park purchase,4
5,what a voice,I have a serious problem finding fault with anything Adele does my only wish is that there had been more twice as much in fact,[],B09HVRTMFX,B09HVRTMFX,AE62UE6XNSZLBTA345C3YXTQXVFA,2021-12-30 00:53:37.430,0,True,Digital Music,30,4.6,39104,[],7.27,i have a serious problem find fault with anything adele do my only wish be that there have be more twice as much in fact,problem find fault adele wish twice fact,0
5,Brilliant,"I'm in love with the movie, the book and now the soundtrack! Every song is perfect, each of them fit very well for the movie, and I gotta say I can't stop listening to some of these since I bought it. My favorites are Pearly-Dewdrop Drop's by Cocteau Twins, Heroes by David Bowie, Tugboat by Galaxie 500, Evensong by the Innocence Mission, Temptation by New Order, and of course Asleep by The Smiths. If you enjoyed the movie, you will love the soundtrack, it's like hearing the best moments of the movie in just one album.",[],B008KL4KB6,B008KL4KB6,AGOFXSCTR6YYEDYO7J57OUUVYT2Q,2012-12-16 02:12:33.000,0,False,Digital Music,The Perks of Being a Wallflower Original Soundtrack,4.6,37816,[],,"i be in love with the movie , the book and now the soundtrack ! every song be perfect , each of they fit very well for the movie , and i get to say i can not stop listen to some of these since i buy it . my favorite be pearly - dewdrop drop 's by cocteau twins , heroes by david bowie , tugboat by galaxie 500 , evensong by the innocence mission , temptation by new order , and of course asleep by the smiths . if you enjoy the movie , you will love the soundtrack , it be like hear the good moment of the movie in just one album .",love movie book soundtrack song perfect fit movie get to stop listen buy favorite pearly dewdrop drop cocteau twins heroes david bowie tugboat galaxie evensong innocence mission temptation new order course asleep smiths enjoy movie love soundtrack like hear good moment movie album,4
3,Just OK,I'll call this sleepy time music. So dead pan. Not lively.  I like her earlier work. Don't like talking in my music much.  Don't like a conversation in it. Don't hate it and Don't Love it.,[],B09HVRTMFX,B09HVRTMFX,AHDOBONEKRE6VB7VXULV6DFJRUFQ,2022-01-10 23:42:59.454,0,True,Digital Music,30,4.6,39104,[],7.27,i will call this sleepy time music . so dead pan . not lively .   i like her early work . do not like talk in my music much .   do not like a conversation in it . do not hate it and do not love it .,sleepy time music dead pan lively like early work like talk music like conversation hate love,1
4,It's Adele in a funk,Not much in an update tempo on this CD. I wish I would've waited to listen to the entire album before I pre-ordered it. Silly me. My daughters like the whole album.,[],B09HVRTMFX,B09HVRTMFX,AGQFSSPZSP2BPOQGWLRRXOWOCKTQ,2021-11-29 21:38:43.384,0,True,Digital Music,30,4.6,39104,[],7.27,not much in an update tempo on this cd . i wish i would 've wait to listen to the entire album before i pre - order it . silly i . my daughter like the whole album .,update tempo cd wish wait listen entire album pre order silly daughter like album,2
4,THE CASE!,"The music's very good BUT THE CASE IS CRACKED! OMG THE CASE!<br /><br />Just kidding about the case, but there is a crack AND IT'S SUPER IMPORTANT!",[],B09HVRTMFX,B09HVRTMFX,AHO6PGN6NBYZB2HVY7L6NPM3KUWA,2022-04-15 20:41:14.357,0,True,Digital Music,30,4.6,39104,[],7.27,"the music 's very good but the case be cracked ! omg the case!<br /><br />just kid about the case , but there be a crack and it be super important !",music good case cracked omg kid case crack super important,3
5,Stunning!,"Adele gets better and better every time she put pen to paper. Truly music to relax and dream.<br />All the best, Adele!",[],B09HVRTMFX,B09HVRTMFX,AEOAGSE7EXU7C7H5HEY5CNHK3WHQ,2021-12-23 15:22:18.728,0,True,Digital Music,30,4.6,39104,[],7.27,"adele get well and well every time she put pen to paper . truly music to relax and dream.<br />all the good , adele !",adele get well well time pen paper truly music relax good adele,4
4,Not her best but I still love Adele!,"I have all her albums but 30 I didn't like so much as the others.  Yes, Adele has an amazing voice and there's a few songs in this album that I liked but I can definitely say this is not her best one in my opinion.  I still love her though!",[],B09HVRTMFX,B09HVRTMFX,AFQ4ZL5CCBYRIULZOVJGBCNQUL2A,2021-12-08 06:20:14.904,0,True,Digital Music,30,4.6,39104,[],7.27,"i have all her album but 30 i do not like so much as the other .   yes , adele have an amazing voice and there be a few song in this album that i like but i can definitely say this be not her good one in my opinion .   i still love she though !",album like yes adele amazing voice song album like definitely good opinion love,2
1,Unexpected Disappointment,I enjoy all music from a variety of genres and artists. Sometimes it takes a listen or two to let it grow on you.<br />What was this?  No desire to listen through a 2nd time.,[],B09HVRTMFX,B09HVRTMFX,AGOEBPBA5FRXYEV2L6RKVTGO3S7A,2021-12-30 20:55:22.025,2,False,Digital Music,30,4.6,39104,[],7.27,i enjoy all music from a variety of genre and artist . sometimes it take a listen or two to let it grow on you.<br />what be this ?   no desire to listen through a 2nd time .,enjoy music variety genre artist take listen let grow desire listen time,4
5,Great album,This was a gift for a family member and he loved it,[],B08KH2L8DH,B08KGT79CH,AFNOOCHY73VFZZG3Z2ZMKDY6FCRQ,2021-07-14 01:57:12.975,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,this be a gift for a family member and he love it,gift family member love,4
5,Love Adele,It was a gift and my friend loved it.,[],B09HVTKLPQ,B09HVRTMFX,AHU7K5VUZOUYZULLCVVL5SMZSA5A,2022-01-17 03:14:29.857,0,True,Digital Music,30,4.6,39104,[],7.27,it be a gift and my friend love it .,gift friend love,4
